policy_id,policy_start_date,policy_end_date,renewal_count,avg_premium_paid,total_claim_amount,number_of_claims,engagement_touches,last_renewal_months_ago
POL101676,12/31/16,4/10/20,2,841.11,438.92,1,6,33
POL101677,2/17/21,7/17/25,2,825.79,1939.22,1,7,47
POL101678,11/6/17,5/16/20,2,403.3,0,0,5,3
POL101679,1/15/22,7/1/24,2,320.77,2656.59,2,1,17
POL101680,7/6/17,2/19/22,2,586.54,0,0,7,31
POL101681,9/14/21,12/14/25,2,789.31,535.39,1,2,13
POL101682,6/4/17,7/11/18,1,595.17,2041.41,2,7,31
POL101683,7/15/22,10/18/24,2,638.99,4880.16,3,4,5
POL101684,1/22/15,8/21/16,1,534.04,1064.17,3,1,42
POL101685,4/18/16,9/22/17,4,621.94,0,0,2,16
POL101686,3/7/21,2/24/23,1,741.67,436.63,1,5,7
POL101687,6/11/21,12/8/23,4,661.82,702.08,1,3,34
POL101688,12/4/16,10/16/21,2,686.33,0,0,4,23
POL101689,11/17/16,11/23/19,1,350.51,3684.94,2,7,2
POL101690,10/12/15,2/7/20,4,920.74,0,0,6,16
POL101691,12/16/16,7/10/18,4,352.31,0,0,4,35
POL101692,2/1/17,5/19/21,4,623.46,0,0,5,39
POL101693,6/4/18,2/4/23,2,577.43,1777.02,2,4,16
POL101694,8/5/17,1/1/19,2,583.96,989.7,1,2,29
POL101695,8/25/21,1/12/23,2,730.47,1004.81,2,3,24
POL101696,11/12/21,5/27/24,2,493.83,1572,1,4,21
POL101697,10/27/17,2/6/22,2,535.09,3967.92,3,6,36
POL101698,1/29/15,11/1/16,5,428.01,2757.51,3,3,10
POL101699,6/25/17,5/15/21,1,768.32,591.68,1,8,11
POL101700,10/27/20,7/8/23,1,639.91,1308.87,1,3,20
POL101701,11/11/21,10/24/26,5,695.58,4870.85,3,5,14
POL101702,7/23/16,12/9/19,3,721.8,0,0,2,11
POL101703,6/29/20,5/18/23,2,898.71,343.96,1,7,21
POL101704,12/24/18,11/12/22,4,872.54,0,0,2,38
POL101705,1/7/17,9/1/19,2,648.46,1460.08,1,5,34
POL101706,5/30/16,11/4/19,3,623.69,7925.86,4,6,41
POL101707,6/23/20,7/5/23,3,520.18,645.48,2,4,15
POL101708,9/10/21,10/7/22,4,711.62,1640.92,2,0,32
POL101709,2/8/15,9/7/16,4,706.07,1216.31,3,3,42
POL101710,6/5/17,8/31/20,2,490.59,837.79,1,4,13
POL101711,10/15/22,2/12/25,2,707.97,1980.11,2,3,17
POL101712,1/13/21,1/18/22,1,751.25,0,0,4,43
POL101713,1/3/18,11/9/20,6,431.75,873.91,2,1,15
POL101714,12/29/19,5/24/22,4,628.49,4863.38,3,2,39
POL101715,9/7/19,3/11/21,3,590.14,0,0,5,2
POL101716,8/31/17,2/19/19,2,599.19,5037.44,3,3,42
POL101717,4/12/19,11/22/20,2,457.1,1172.78,1,3,25
POL101718,12/6/22,4/23/24,2,326.02,1833.9,5,5,14
POL101719,8/27/22,9/13/23,5,486.69,3817.1,2,3,35
POL101720,9/15/17,5/14/22,1,465.68,881.3,2,2,26
POL101721,1/21/15,1/11/17,3,652.98,6580.31,5,6,47
POL101722,6/8/21,6/2/24,1,655.43,3584.07,2,7,16
POL101723,5/18/17,12/22/20,1,646.89,871.22,2,3,13
POL101724,3/25/15,4/4/19,7,390.49,0,0,4,1
POL101725,8/10/19,9/25/21,6,432.07,0,0,8,26
POL101726,5/30/20,5/23/24,1,507.5,3953.5,2,5,46
POL101727,11/11/18,7/21/22,5,603.47,3062.71,2,1,23
POL101728,3/11/19,1/21/22,3,549.73,1546.34,2,4,39
POL101729,7/23/16,12/28/20,2,646.6,2978.54,2,4,44
POL101730,7/22/17,9/21/19,3,746.32,4499.41,3,5,34
POL101731,6/3/20,11/24/21,3,450.11,0,0,4,3
POL101732,1/30/20,11/2/21,4,455.81,3504.49,2,2,25
POL101733,3/3/17,5/24/20,6,620.3,897.09,2,4,35
POL101734,3/2/17,9/11/18,3,587.7,0,0,2,3
POL101735,12/15/19,9/8/21,3,711.5,2778.1,2,3,33
POL101736,7/18/18,4/8/23,5,601.14,3843.2,2,4,12
POL101737,12/14/21,3/31/25,0,861.08,2183.85,2,3,39
POL101738,3/5/21,7/17/25,5,361.82,3865.91,2,7,40
POL101739,5/27/19,11/20/23,2,726.03,9473.72,5,5,0
POL101740,12/19/17,9/14/21,1,629.9,5504.84,3,5,0
POL101741,10/13/21,2/19/24,4,389.55,3693.49,2,7,8
POL101742,9/11/17,10/10/21,4,289.81,0,0,6,10
POL101743,8/8/19,11/7/21,5,431.25,0,0,5,15
POL101744,6/3/16,8/9/17,2,781.36,1481.46,1,10,28
POL101745,8/13/16,3/2/20,2,764.28,341.49,1,5,35
POL101746,11/16/17,9/14/19,4,580.7,2099.32,4,3,14
POL101747,9/6/19,7/13/22,4,545.66,528.19,1,2,38
POL101748,7/28/20,10/3/22,3,471.59,680.04,2,1,1
POL101749,2/24/21,6/17/22,1,571.89,1993.57,4,5,9
POL101750,8/31/21,9/15/25,1,528.88,1863.57,1,9,10
POL101751,12/15/15,4/5/17,1,856.49,2856.93,2,3,29
POL101752,8/17/17,10/16/19,1,414.52,4152.62,5,5,22
POL101753,5/17/20,9/3/24,4,658.87,1648.71,1,5,21
POL101754,11/23/16,4/5/20,3,863.56,2260.46,2,3,41
POL101755,4/9/19,8/14/22,4,716.19,0,0,7,35
POL101756,1/13/16,6/30/17,3,431.36,1803.65,1,2,28
POL101757,6/10/16,9/14/19,3,368.65,0,0,9,44
POL101758,8/13/22,6/12/26,3,641.16,1488.06,1,6,31
POL101759,3/3/21,5/11/24,0,622.58,794.01,1,3,32
POL101760,11/7/21,9/25/26,6,784.86,0,0,0,38
POL101761,6/13/18,1/7/22,4,682.27,3375.26,2,9,8
POL101762,2/19/20,10/26/24,1,527.27,566.52,1,7,0
POL101763,10/30/19,8/16/24,6,517.09,1961.33,1,4,17
POL101764,6/4/16,6/12/19,1,404.08,838.73,2,1,47
POL101765,8/29/19,5/3/21,3,619.4,0,0,5,21
POL101766,10/13/17,7/7/19,6,389.33,1857.24,1,5,47
POL101767,8/5/22,1/26/25,3,736.5,1907.68,1,2,36
POL101768,10/10/17,10/16/21,1,688.37,1389.17,2,5,13
POL101769,12/23/21,12/1/25,4,683.62,1089.55,2,5,21
POL101770,4/27/15,3/30/20,1,401.73,4594.46,3,5,32
POL101771,8/30/21,12/5/22,4,577.51,1114.07,3,2,5
POL101772,9/29/18,4/27/23,5,541.6,0,0,2,26
POL101773,8/6/16,3/15/21,1,615.42,3307.61,2,5,5
POL101774,1/30/16,10/25/18,2,679.28,0,0,6,43
POL101775,12/23/17,12/16/22,5,522.96,0,0,4,40
POL101776,7/31/22,4/13/25,9,528.6,2255.95,2,1,15
POL101777,3/13/15,4/9/17,5,701.99,1866.17,1,3,46
POL101778,10/1/15,8/7/20,4,430.58,1349.26,1,4,1
POL101779,7/6/20,11/18/24,4,488,1526.53,1,6,36
POL101780,9/5/18,2/27/23,4,600.88,2614.95,3,3,28
POL101781,12/4/15,11/23/19,3,734.96,1861.27,3,4,22
POL101782,10/21/18,12/13/22,2,454.68,1469.18,2,10,20
POL101783,8/29/16,4/13/18,2,868.45,0,0,3,12
POL101784,6/15/15,2/22/19,7,397.4,2329.12,3,2,0
POL101785,4/17/19,11/28/22,4,832.54,1221.34,1,10,28
POL101786,8/20/20,10/17/21,3,779.94,4509.74,3,7,47
POL101787,8/17/18,7/7/21,1,385.48,9290.84,6,4,6
POL101788,12/29/16,3/1/21,1,355.17,579.96,1,4,30
POL101789,10/19/22,4/27/27,2,707.98,4727.2,3,5,44
POL101790,8/5/20,10/7/22,2,543.39,5774.28,4,4,21
POL101791,4/12/15,4/18/16,4,448.96,320.41,1,1,15
POL101792,11/16/18,8/3/20,3,871.76,800.17,2,6,27
POL101793,2/17/17,5/10/19,4,420.91,2797.25,2,4,43
POL101794,8/2/15,11/27/18,6,490.96,0,0,4,38
POL101795,1/16/18,11/13/21,2,508.74,2741.88,5,2,24
POL101796,4/26/19,4/13/22,5,200,375.47,1,2,13
POL101797,9/14/21,4/24/24,1,613.71,1712.93,3,2,20
POL101798,3/20/22,11/23/23,4,463.27,7711.09,4,6,18
POL101799,8/23/19,11/29/20,2,721.58,0,0,1,12
POL101800,8/14/16,10/24/17,5,741.19,1197.1,1,7,1
POL101801,8/26/18,5/17/23,2,634.76,3801.24,2,3,35
POL101802,1/14/18,2/23/20,4,636.46,1352.49,1,2,13
POL101803,11/9/20,5/18/23,2,624.54,1533.6,1,4,33
POL101804,6/13/22,4/3/24,6,494.94,2341.52,3,10,17
POL101805,12/14/16,5/21/19,2,507.78,3903.81,3,3,23
POL101806,7/24/17,10/8/20,0,798.48,1087.82,2,4,29
POL101807,5/5/20,5/1/23,2,710.29,987.62,1,6,18
POL101808,8/30/15,8/7/20,3,630.91,356.51,1,5,35
POL101809,8/5/20,4/12/23,2,690.01,2673.07,4,4,20
POL101810,1/2/15,1/16/19,4,590.84,1281.83,3,3,18
POL101811,3/22/21,6/23/22,2,627.74,1918.45,2,4,25
POL101812,10/19/22,12/4/25,2,689.18,1733.16,1,4,34
POL101813,11/4/19,2/25/23,4,288.86,942.49,1,5,39
POL101814,5/3/20,1/17/22,1,735.92,8568.94,5,3,3
POL101815,3/21/22,6/21/24,1,725.15,2832.09,2,3,20
POL101816,12/3/20,1/31/25,4,482.9,2332.4,2,5,2
POL101817,7/6/17,12/9/21,3,786.62,1405.43,2,3,4
POL101818,2/19/21,8/14/22,8,267.4,3735.33,2,5,42
POL101819,12/28/22,6/23/26,1,652.94,1568.57,4,4,28
POL101820,3/31/15,9/3/18,4,605.99,1471.15,1,1,18
POL101821,9/6/19,1/8/24,2,553.58,0,0,4,16
POL101822,12/9/20,8/1/24,2,602.91,0,0,7,33
POL101823,5/23/15,3/5/17,3,687.41,708.55,1,4,19
POL101824,4/16/15,9/7/16,4,329.16,3096.55,3,3,27
POL101825,6/5/17,3/8/20,3,750.14,1783.71,1,8,8
POL101826,3/3/16,12/4/17,4,538.46,3445,2,4,2
POL101827,8/21/18,11/26/19,5,752.32,3800.7,2,8,9
POL101828,3/10/20,1/24/23,5,696.53,2469.75,3,2,20
POL101829,6/17/20,5/10/23,2,535.34,958.08,1,9,40
POL101830,11/13/15,10/8/18,5,588.1,1327.34,4,1,3
POL101831,6/9/20,7/29/21,3,596.91,1903.01,1,3,21
POL101832,9/26/16,12/18/18,5,840.94,3439.85,4,1,6
POL101833,4/9/20,2/8/22,3,428.93,1974.16,2,4,11
POL101834,8/18/20,2/9/25,6,534.29,9216.34,5,6,10
POL101835,9/22/22,4/9/25,1,362.67,3585.65,3,4,21
POL101836,3/20/21,8/3/23,1,618.59,1262.5,1,6,28
POL101837,12/10/18,1/26/23,4,506.47,599.6,1,5,26
POL101838,7/6/16,2/25/18,3,524.67,1147.72,1,1,46
POL101839,12/16/16,6/26/21,7,822.7,3721.91,2,3,19
POL101840,7/11/18,9/6/22,2,476.49,0,0,4,13
POL101841,9/10/19,9/6/24,0,576.07,0,0,3,6
POL101842,2/27/20,8/22/24,2,531.21,706.01,2,4,14
POL101843,1/12/18,11/30/21,3,540.63,871.71,1,0,45
POL101844,9/3/18,12/28/19,2,1015.77,6367.02,5,3,27
POL101845,4/21/15,9/14/16,3,339.75,372.44,1,5,42
POL101846,9/8/15,9/28/17,3,696.61,1336.65,1,3,9
POL101847,8/27/21,7/21/23,1,964.11,2379.61,2,1,2
POL101848,8/16/20,8/12/23,4,761.86,0,0,5,11
POL101849,4/3/16,8/30/19,4,607.04,349.11,1,5,12
POL101850,1/12/18,12/29/21,4,424.08,1627.44,1,2,38
POL101851,7/27/15,3/16/18,3,795.72,2370.98,2,3,43
POL101852,6/18/17,7/22/20,2,740.6,1859.8,2,5,33
POL101853,1/22/15,4/20/18,2,370.55,1941.15,1,5,0
POL101854,2/14/16,10/26/20,2,551.96,0,0,2,37
POL101855,6/13/17,11/22/21,0,419.09,1220.25,1,3,24
POL101856,5/29/16,3/10/19,4,200,2537.01,3,3,18
POL101857,3/19/17,4/23/21,2,415.6,2393.45,2,3,24
POL101858,5/23/17,8/21/20,4,615.82,2477.74,2,3,5
POL101859,1/14/15,10/16/18,2,687.05,1356.19,3,3,44
POL101860,8/28/17,8/26/21,7,551.48,2847.86,2,4,3
POL101861,11/4/20,6/22/25,5,806.12,1378.62,1,5,25
POL101862,4/10/19,11/13/21,3,754.42,4824.28,3,5,25
POL101863,8/17/18,10/22/22,1,581.21,454.12,1,3,25
POL101864,6/20/18,9/23/20,4,562.11,1610.68,2,2,13
POL101865,12/9/20,10/11/22,1,657.41,0,0,9,31
POL101866,1/19/17,10/26/20,2,597.32,0,0,1,47
POL101867,11/15/16,1/6/20,2,386.15,7259.58,5,5,27
POL101868,4/11/20,1/31/23,4,555.69,400.35,1,2,1
POL101869,6/14/21,3/7/25,5,699.84,2608.15,3,1,40
POL101870,11/25/16,7/7/18,2,797.21,6957.64,4,3,44
POL101871,5/24/21,12/12/25,2,744.02,1616.3,1,3,20
POL101872,11/3/15,12/28/17,2,650.15,0,0,3,45
POL101873,6/12/20,8/27/22,3,818.61,1779.78,1,4,13
POL101874,10/23/16,3/18/20,4,663.59,4517.27,3,2,36
POL101875,7/2/16,12/24/18,1,586.72,0,0,3,1
POL101876,11/8/15,12/1/19,4,821.81,1965.52,1,6,4
POL101877,12/30/22,8/15/26,5,708.04,0,0,4,37
POL101878,12/18/17,9/9/22,1,795.3,2644.65,2,3,1
POL101879,10/4/19,2/13/24,2,421.86,995.08,1,7,0
POL101880,1/24/17,8/2/21,3,470.96,3668.2,2,4,47
POL101881,2/4/15,12/2/16,1,477.39,0,0,5,21
POL101882,3/20/16,12/7/20,3,627.27,315.67,1,4,40
POL101883,11/10/20,10/11/24,4,873.65,634.46,1,1,24
POL101884,6/5/20,8/29/21,4,429.16,486.18,1,2,45
POL101885,5/15/18,1/12/23,3,735.8,842.29,1,4,29
POL101886,12/19/15,7/31/18,5,419.61,1703.99,1,8,8
POL101887,6/21/17,10/6/18,1,917.63,0,0,8,36
POL101888,9/17/18,4/5/21,4,360.5,1174.53,2,3,46
POL101889,12/19/22,5/24/25,2,711.05,3281.99,2,2,9
POL101890,10/15/19,9/21/22,1,732.06,2314.35,2,2,14
POL101891,6/8/15,3/10/18,4,693,1171.61,1,2,2
POL101892,5/31/20,5/6/24,3,468.41,7324.73,8,6,7
POL101893,8/14/17,3/3/22,2,441.55,10619.09,6,3,24
POL101894,9/2/20,6/27/22,2,790.86,0,0,6,35
POL101895,2/8/16,9/25/20,1,757.26,0,0,2,42
POL101896,10/23/22,8/18/25,2,755.21,1629.28,2,4,45
POL101897,5/30/16,9/18/20,4,773.4,3032.2,2,4,20
POL101898,8/11/22,12/6/24,4,369.59,4253.67,3,4,33
POL101899,10/19/18,11/25/21,6,365.1,1239.26,2,4,26
POL101900,1/23/22,8/16/26,1,499.3,0,0,4,8
POL101901,8/13/17,9/4/18,4,528.05,1423.47,1,3,9
POL101902,1/8/21,1/18/22,0,512.07,1449.84,1,7,26
POL101903,9/9/19,1/17/22,2,641.62,4612.27,5,2,24
POL101904,8/30/16,4/22/21,2,767.29,1732.76,1,2,12
POL101905,10/3/21,1/24/25,2,555.9,5888.85,3,2,3
POL101906,6/27/18,6/24/20,1,477.7,1299.19,2,3,15
POL101907,12/23/22,4/13/24,3,721.94,5124.07,4,2,11
POL101908,3/16/19,12/29/20,5,557.71,309.09,1,5,24
POL101909,3/10/22,2/26/27,1,616.1,3024.38,2,2,47
POL101910,7/10/21,5/16/24,2,550.13,0,0,2,15
POL101911,12/12/18,4/12/20,5,651,0,0,8,38
POL101912,12/3/19,9/17/21,2,447.91,1578.78,1,7,1
POL101913,10/22/15,7/23/17,2,708.94,3356.21,2,6,8
POL101914,1/24/17,4/20/18,4,595.08,977.97,2,1,43
POL101915,10/26/18,10/23/21,2,485.35,1109.08,3,3,12
POL101916,7/5/15,2/16/18,2,679.64,2603.8,3,3,13
POL101917,6/23/18,8/17/22,3,485.21,4092.55,3,5,11
POL101918,9/28/16,11/28/19,4,491.84,1648.81,1,2,34
POL101919,7/15/18,3/13/22,4,419.81,1228.31,1,3,21
POL101920,6/13/16,6/12/18,4,344.46,0,0,2,20
POL101921,8/30/20,2/29/24,5,680.14,1659.76,1,6,47
POL101922,12/24/22,4/27/27,2,774.84,5995.17,5,5,2
POL101923,3/4/17,3/8/20,0,532.41,1338.96,1,7,21
POL101924,11/17/20,4/26/22,3,480.23,2355.14,2,1,8
POL101925,8/31/22,10/1/25,3,328.16,0,0,2,46
POL101926,4/22/16,7/16/18,2,274,700.38,1,6,39
POL101927,6/11/19,10/8/21,3,709.01,1497.58,2,6,41
POL101928,7/28/17,7/21/19,5,303.9,517.53,1,1,2
POL101929,6/9/16,7/29/18,1,428.41,3386.19,2,2,30
POL101930,7/9/21,10/14/25,2,642.51,1000.02,1,5,36
POL101931,1/2/15,7/27/17,4,613.46,0,0,2,5
POL101932,1/10/16,7/13/20,2,648.71,5904.88,3,3,13
POL101933,5/29/21,12/14/22,0,601.04,0,0,4,18
POL101934,11/24/22,4/22/26,5,546.46,3904.76,2,4,17
POL101935,7/6/16,12/14/18,0,429.32,1625.72,3,6,6
POL101936,6/23/21,11/23/23,2,504.88,9075.64,5,1,35
POL101937,3/6/19,10/7/20,3,556.64,3435.23,4,8,28
POL101938,1/26/20,3/16/24,2,316.45,964.55,3,2,2
POL101939,1/16/16,7/9/18,6,482.05,965.21,1,7,12
POL101940,7/5/19,2/1/21,5,544.17,1165.63,1,4,35
POL101941,1/14/15,12/3/17,3,496.66,483.97,1,4,40
POL101942,5/18/16,1/19/19,4,548.62,0,0,1,24
POL101943,3/28/21,4/7/22,5,700.31,1693.09,1,3,27
POL101944,7/1/20,11/13/23,2,718.72,2826.02,3,6,37
POL101945,5/10/15,12/27/19,2,826.7,2698.49,3,7,10
POL101946,4/17/17,1/1/22,4,373.81,0,0,6,40
POL101947,8/2/20,1/2/24,4,536.89,1869.26,1,8,8
POL101948,1/28/15,1/22/20,7,784.14,765.78,2,4,21
POL101949,10/14/20,5/23/25,6,338.14,4226.52,4,2,20
POL101950,6/6/18,12/31/20,4,423.57,1499.64,2,2,18
POL101951,9/18/15,6/21/17,3,507.64,1819.47,1,6,32
POL101952,8/8/20,12/15/22,5,906.65,463.29,1,5,3
POL101953,1/12/19,4/29/21,2,453.82,1998.91,2,5,32
POL101954,12/18/18,3/25/20,6,762.57,991.59,1,7,44
POL101955,4/4/16,3/1/18,2,595.82,7241.08,4,2,15
POL101956,10/28/15,5/17/17,6,428.03,666.34,1,1,43
POL101957,5/23/21,5/14/24,3,1019.97,1396.32,1,2,0
POL101958,9/21/16,11/26/20,2,629.2,528.49,1,6,14
POL101959,9/27/15,1/3/18,5,656.43,3843.52,2,9,21
POL101960,3/24/22,2/28/24,3,680.18,1308.13,1,4,31
POL101961,6/16/20,5/21/22,2,668.54,2729.27,2,6,36
POL101962,6/17/19,3/22/21,2,922.81,2074.83,2,2,22
POL101963,12/7/19,12/2/23,1,867.89,881.88,1,4,32
POL101964,12/1/22,7/10/25,4,460.26,0,0,3,39
POL101965,5/11/17,7/4/18,2,902.81,1326.78,1,1,21
POL101966,7/4/18,3/27/20,3,494.98,1922.75,1,5,39
POL101967,12/20/20,4/1/24,2,648.34,2734.93,3,3,46
POL101968,12/5/19,2/1/24,3,382.27,0,0,2,11
POL101969,9/3/19,1/3/21,2,755.49,1105.84,2,3,47
POL101970,1/4/22,9/22/26,0,553.9,1891.41,1,5,17
POL101971,6/18/21,4/23/24,2,427.58,895.83,1,1,31
POL101972,7/29/16,5/24/20,3,778.28,3782.15,4,2,2
POL101973,6/26/20,4/9/25,1,815.43,5434.16,5,0,35
POL101974,7/31/18,6/3/20,2,820.52,0,0,1,46
POL101975,5/10/20,11/14/24,3,371.56,1523.41,1,2,45
POL101976,6/27/22,1/28/26,1,836.03,0,0,4,0
POL101977,7/13/20,10/30/22,4,554.92,2378.72,2,6,24
POL101978,1/21/21,4/24/23,1,907.73,351.02,1,3,19
POL101979,6/10/21,5/1/25,5,693.74,0,0,2,16
POL101980,7/14/19,6/24/21,1,637.7,888.23,1,6,21
POL101981,4/29/19,6/30/23,1,601.28,3749.51,3,2,32
POL101982,1/22/20,11/22/21,5,597.95,1249.11,1,5,25
POL101983,1/12/21,9/19/22,0,498.07,1506.83,1,8,26
POL101984,10/22/18,12/9/22,2,439.79,1518.95,1,3,33
POL101985,10/9/19,3/28/22,2,545.6,1399.72,2,4,22
POL101986,4/9/20,7/2/24,4,778.63,4827.95,3,4,15
POL101987,9/11/16,10/16/18,2,390.51,333.33,1,6,13
POL101988,6/28/18,6/18/23,4,801.1,1517.48,1,4,40
POL101989,8/14/17,3/19/19,5,621.51,473.5,1,6,13
POL101990,4/23/20,9/11/21,2,717.22,3080.8,2,5,44
POL101991,7/9/21,7/26/23,3,724.97,1196.1,1,4,25
POL101992,8/26/17,4/15/22,4,739.25,2086.67,2,7,45
POL101993,1/2/22,7/31/26,5,603.36,1474.13,1,9,26
POL101994,8/9/18,4/30/22,2,607.85,0,0,6,39
POL101995,11/9/17,2/13/19,4,734.11,679.9,1,4,3
POL101996,10/9/15,9/8/20,4,443.81,0,0,3,8
POL101997,10/15/22,2/1/27,2,420.83,1740.27,1,4,26
POL101998,12/6/20,6/23/25,3,530.3,2843.65,3,5,42
POL101999,11/24/17,8/13/20,0,643.21,1479.79,2,3,38
POL102000,7/17/15,2/15/18,7,888.13,3545.56,3,5,14
POL102001,12/7/21,10/5/25,0,607.2,2715.87,2,2,24
POL102002,12/18/17,5/19/19,0,900.02,2028.35,2,5,17
POL102003,11/24/22,10/11/26,1,677.32,3580.82,2,3,29
POL102004,3/30/18,5/8/20,1,531.98,2379.69,2,2,36
POL102005,10/5/17,7/16/19,0,772.06,0,0,0,15
POL102006,7/1/22,4/30/24,1,563.57,0,0,4,11
POL102007,5/14/18,3/10/20,5,637.68,2132.2,2,6,16
POL102008,11/1/17,8/24/19,0,399.54,1486.13,1,3,24
POL102009,5/4/16,6/17/17,6,373.7,0,0,3,14
POL102010,10/3/15,1/13/20,3,683.05,1959.64,1,4,24
POL102011,7/3/22,4/21/25,4,765.56,841.55,1,5,20
POL102012,4/8/21,12/7/25,0,891.85,2410.43,2,2,18
POL102013,5/24/18,6/17/21,7,478.59,996.73,3,1,23
POL102014,6/28/18,2/14/23,4,819.56,5412.94,3,2,6
POL102015,5/6/15,6/19/17,0,797.17,4923.06,3,9,11
POL102016,8/5/15,1/28/18,2,526.33,0,0,4,38
POL102017,4/23/18,6/11/19,8,808.21,1886.5,1,1,10
POL102018,5/31/18,6/10/22,3,741.63,2510.78,3,5,32
POL102019,12/17/21,5/15/25,2,771.33,2953.43,2,3,24
POL102020,10/10/21,3/10/24,3,925.1,0,0,2,38
POL102021,7/7/17,4/28/21,4,765.1,3119.11,2,5,33
POL102022,8/10/18,12/23/21,1,279.47,3719.78,2,5,10
POL102023,1/7/21,11/14/25,5,648.38,1769.27,1,1,15
POL102024,8/28/21,2/14/24,1,364.98,3981.68,2,3,31
POL102025,7/20/19,4/24/21,5,622.72,1220.88,2,7,14
POL102026,11/4/15,9/30/20,2,614.04,0,0,8,39
POL102027,9/21/18,9/3/20,1,512.45,0,0,4,14
POL102028,5/23/20,5/14/22,0,445.86,4638.54,3,5,6
POL102029,8/25/22,8/14/25,2,520.45,3626.49,3,4,36
POL102030,6/10/17,7/2/19,1,549.43,851.36,2,1,39
POL102031,1/10/16,5/22/18,2,580.24,0,0,7,1
POL102032,7/26/20,4/19/23,0,615.82,0,0,3,5
POL102033,9/26/18,5/21/23,3,687.79,989.38,1,4,35
POL102034,5/9/15,10/10/19,6,553.12,682.18,1,3,38
POL102035,10/11/17,12/27/19,2,791.95,665.67,2,4,37
POL102036,12/5/19,9/28/23,0,594.26,0,0,6,27
POL102037,6/9/22,5/21/26,2,738.67,0,0,5,21
POL102038,10/13/18,11/29/22,1,554.33,3699.4,2,4,36
POL102039,5/31/16,3/3/21,6,1011.56,1376.92,3,4,4
POL102040,2/27/19,9/26/20,4,670.09,1240.54,1,2,17
POL102041,3/27/15,11/9/17,1,845.29,4447.21,3,6,10
POL102042,4/13/18,6/25/22,2,495.91,2309.54,3,5,7
POL102043,6/16/21,12/25/22,5,532.93,2537.65,2,6,19
POL102044,2/16/18,2/4/23,2,562.18,4547.77,3,8,10
POL102045,10/10/21,9/24/26,3,970.95,1724.12,1,3,26
POL102046,6/16/20,9/17/22,2,568.09,3207.75,3,7,28
POL102047,12/1/20,7/15/25,1,476.48,6285.43,4,4,24
POL102048,10/30/15,11/14/17,5,795.14,1626.06,2,5,18
POL102049,8/23/22,5/26/26,3,608.82,1986.54,3,3,1
POL102050,8/10/16,7/27/19,3,567.28,618.43,1,4,41
POL102051,9/13/17,2/20/19,2,508.46,1820.17,2,5,38
POL102052,2/7/20,8/26/24,5,673.32,361,1,9,43
POL102053,12/11/15,5/2/20,2,759.4,0,0,4,1
POL102054,3/24/17,11/20/20,2,718.21,0,0,6,6
POL102055,6/10/20,7/29/24,2,528.1,2802.92,2,4,30
POL102056,10/19/22,9/4/25,0,451.84,0,0,5,32
POL102057,8/3/18,1/5/22,3,200,1577.21,2,4,10
POL102058,6/22/20,11/20/21,5,458.18,1268.25,1,5,39
POL102059,8/5/19,1/23/23,2,544.18,841.54,1,3,39
POL102060,8/20/18,10/28/22,2,591.14,2021.16,2,2,45
POL102061,12/28/17,3/17/20,4,559.38,0,0,3,12
POL102062,8/5/21,7/19/25,5,1020.13,947.26,3,5,9
POL102063,10/6/17,6/29/22,4,673.7,1539.74,2,1,37
POL102064,12/4/16,5/19/21,2,414.35,1626.1,3,2,19
POL102065,7/28/16,5/25/19,2,698.34,516.94,1,4,20
POL102066,5/28/19,2/3/21,2,658.72,1930.37,1,5,13
POL102067,1/17/18,2/7/21,2,442.51,1880.31,2,1,23
POL102068,11/18/16,4/13/18,2,643.32,0,0,2,39
POL102069,9/29/22,10/14/26,3,679.52,3094.99,2,4,6
POL102070,3/17/22,2/14/26,5,753.68,0,0,1,4
POL102071,3/21/22,6/30/26,3,333.65,0,0,6,5
POL102072,5/3/16,2/25/20,3,697.21,1714.65,1,3,39
POL102073,9/9/18,1/17/23,5,811.49,1765.38,1,8,34
POL102074,5/8/16,6/18/19,4,883.15,0,0,4,8
POL102075,7/26/19,8/13/22,1,416.09,0,0,3,41
POL102076,6/26/19,1/5/21,2,578.11,1586.72,1,4,0
POL102077,1/19/15,7/10/17,1,592.64,801.62,1,4,38
POL102078,9/10/21,5/11/26,5,701.33,998.12,2,4,19
POL102079,9/27/17,6/18/20,0,575.31,2213.43,3,6,5
POL102080,4/30/17,11/25/19,5,492.69,958.49,1,5,31
POL102081,10/20/18,11/20/20,4,632.58,1166.24,3,3,12
POL102082,9/16/18,10/26/22,3,549.37,2227.51,2,3,38
POL102083,9/29/18,7/27/23,3,684.33,1558.01,1,5,39
POL102084,4/1/17,6/23/18,3,478.56,2346.73,2,6,20
POL102085,3/30/16,7/15/20,1,446.65,422.22,1,4,36
POL102086,6/13/19,5/29/24,1,797.32,0,0,6,11
POL102087,8/4/22,3/12/27,2,940.88,0,0,6,5
POL102088,12/11/16,9/26/20,3,873.34,797.53,2,3,14
POL102089,12/30/20,5/16/25,3,589.21,401.74,1,4,20
POL102090,7/5/17,8/30/20,3,758.27,930.02,1,6,20
POL102091,11/15/22,6/26/24,4,497.06,631.44,1,2,27
POL102092,4/6/22,8/12/26,5,676.23,5667.38,3,2,35
POL102093,2/5/19,12/21/22,2,512.43,2576.57,2,4,16
POL102094,12/11/18,7/31/23,2,788.48,0,0,3,45
